Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
2022-09-21,-4.572866688397624,5.1693358388740505,-12.379003130267277,12.93718833134344,-10.47223817899024,-10.712320105031157,-10.421904355609325,12.323636152346687,31.68146651970254,-6.109579788439498,1.90894748463413,3.0392432081793728,3.9302490868633946,-6.698564949753736,9.739648943116679,-6.044927218572319,-2.8900078477443407,-3.6238562287962086,-5.07080921443221,2.5337856962719254,-8.044870621850277,-6.978878998488633,-22.026947685604103,-9.216618566881117,-0.3666825262687565
2022-09-22,-3.3436201754615937,8.14488308290245,-12.865994846586478,10.951083488034726,-8.69618122952511,-10.459358694088868,-8.866445229899227,14.725698424902466,30.05822531085825,-6.655086529724638,4.746237236852552,1.9222342467489908,4.137250560188837,-5.691890994167516,10.28996196813208,-5.939351358835851,-3.8930263113430645,-2.749167908308158,-5.229921260667146,2.0884967603515765,-8.019619187671639,-6.5724616504444455,-21.266872502098433,-7.505048541315254,-2.683171170965468
2022-09-23,-6.379882949090067,2.633531103900976,-14.975282389836844,5.830249243215491,-10.462772626381602,-10.439734059730844,-10.759157600941574,15.93350248132106,25.825934173951854,-7.981285963576452,1.711682468977357,-0.4560131037176871,4.981478938349958,-9.4992944542369,10.897278837028477,-7.132285577004254,-6.307865508022038,-6.793214981752642,-6.56019721829353,-3.5043173723193504,-9.938213117406605,-6.8000502270155625,-24.38867265633611,-7.1597114133074955,-5.992365363751776
2022-09-26,-6.692118982891635,0.679233059131695,-21.20289252902093,2.157637060674896,-10.867571275484796,-14.134790048971727,-11.26836833913868,8.790415285172536,17.92140969346676,-5.949942889979623,-3.0561590262210947,-3.9457144329581832,-2.5675024124288255,-12.649968060717837,3.501300038345513,-7.0077936002806736,-8.385482270300724,-11.85915794353537,-6.472747069938199,-8.415720190900727,-7.961244346547092,-7.51854456456528,-24.822298126526242,-11.536621457331913,-16.163235743680186
2022-09-27,-6.764993883281097,1.7610635812242308,-22.42096272054334,-0.4043592438771442,-10.024764218608082,-16.211206902451142,-10.281141547858397,2.8585796251768922,13.005096398444453,-4.03082999146699,-2.306636998936935,-4.496392840394421,-3.3902861476772044,-11.664501059116484,-1.393724703262182,-4.838427872640297,-7.377579258751375,-12.374254785122181,-5.39389844339267,-9.767575802462188,-6.735969068645385,-5.007692135046959,-23.77208901083377,-12.44267047804662,-16.652336372067854
2022-09-28,-7.532849051636252,1.152321518651697,-26.394773397730596,-0.8544134540672053,-12.635091434752562,-21.53828699127893,-12.833710287894162,-1.6043201123205568,15.602980388978871,-5.226860108063282,-4.326556671046888,-7.750493557373515,-5.9444812357914625,-14.57924207683497,-3.01347698411155,-3.1044334295898746,-10.162426236629665,-13.194078094443645,-5.609543841212822,-6.677813955103614,-5.998268599953246,-4.7749491738865,-27.36507697696007,-14.636673838528807,-20.93618572725731
2022-09-29,-9.707550433363137,-3.5284854504588354,-30.308309445864417,-6.833916770431293,-14.26690059903808,-26.473320328901135,-14.542284872686231,-3.0303046082020675,14.375752150410353,3.571095874170878,-2.50061802402445,-9.854034773116409,-7.499566874999614,-16.923654420350505,-3.4961846614456094,-2.6126217201448276,-8.957984672765336,-16.456179995323147,-6.026138181132979,-8.140025264036426,-2.967098289832736,-2.3495166655439625,-30.165131957801233,-19.978074846766045,-24.95806733608212
2022-09-30,-9.798367809647008,-5.954296515338643,-31.036009220535405,-7.245445701916851,-13.730975556310593,-23.91767101410678,-13.68219553068959,-0.6121041451226338,4.068116888105557,2.156487062095129,-1.471883420356461,-10.968165581561836,-7.258066917041171,-17.281095419977714,0.4900288378071581,-2.8194512287017375,-8.685242699795081,-16.882856294602114,-6.322376134938117,-8.282029766424625,-3.4834695040047126,-1.9627708267237733,-32.06329380424732,-19.908285913227985,-26.281694779312907
2022-10-03,-8.476721964640117,-8.313321995610808,-30.209595794956545,-6.812609428715288,-10.055605487196242,-19.625450689557162,-9.809890359489803,-0.11096723725654617,-2.2382009826395857,-0.4866938717918251,-1.9773244801663532,-12.38195964143931,-7.581042537197784,-15.741693902689196,1.251718322199102,-4.1366461301255955,-9.383864234749746,-16.581371036877034,-9.802827474226655,-9.261490929990003,-3.173899224258816,-4.223078211699124,-30.408060042557555,-19.981370345785045,-27.786606091062758
2022-10-04,-9.048404020071837,-9.63713012649681,-27.472980946502005,-6.240711240452405,-9.999069655284929,-17.70776812939234,-10.156175914196561,0.3300144849567635,-5.190607164169534,-1.676971124506753,-4.228754295758444,-12.44762272038544,-8.33188541261369,-16.30186551457481,0.06667876901021116,-4.737337997028757,-8.214925493347588,-16.37372149289219,-11.62581071917439,-10.326192148734116,-4.208547012004435,-9.545996685769103,-29.005512021610517,-18.224377450591824,-26.36509206040103
2022-10-05,-2.703452847796513,-4.3337777438693585,-22.101256965000772,4.424703369984894,-4.361068699350934,-11.724781098928155,-4.172990728375604,4.826218434754076,-3.221811616722032,-2.829052042430057,-2.490650802433323,-8.333169626300732,-2.477515080196103,-12.913549688005933,4.027670111541685,-5.6598266851702626,-3.5817267885554886,-13.212024290661692,-10.515005004294608,-5.4890329743411135,-4.107788325547239,-7.728500550598862,-23.28481655979694,-11.005519785714547,-19.91789250080187
2022-10-06,-8.465425901582444,-8.112753687475967,-27.42551712200873,-1.975695929181673,-11.70174775625888,-18.480950583497062,-11.364433280037279,4.408416235572976,-10.847104294780998,-0.1945688100222791,-2.545778366375349,-10.46628252412801,-4.763969078044843,-12.890200373193991,4.564814152131144,-4.722859595791851,-4.23538975176634,-13.193689945770332,-11.288109386365972,-7.851660882869538,-2.904747811430945,-6.404229617376385,-25.80833938393775,-15.585139006042667,-25.86284060995404
2022-10-07,-10.303538442531485,-7.3339740052695435,-26.490213723170058,-1.2348725476812206,-11.854316906690007,-14.310602181004251,-11.423332538812774,4.6213158963019225,-14.759698239921187,-0.8645663413241788,-2.4303262076617838,-9.336402648803007,-4.659871603420872,-11.68678092913494,6.293179910908041,-5.4018391658785445,-3.3608140573762832,-14.149531538524016,-12.947452711769033,-9.834380467201589,-2.423838387814142,-4.647750727123331,-26.356878836063352,-14.104469641119227,-26.01723459202672
2022-10-10,-14.191065656385572,-12.288475721942808,-31.15124170566425,-12.56020550689088,-14.159217042566736,-14.041490094063574,-13.70884597688759,-0.775433069927142,-21.272082366960458,0.9948735948945886,-5.194166491572582,-11.783815994521563,-6.796119907944637,-13.511858742935063,5.426598699752182,-7.305752743447496,-4.4560389291285185,-16.147998389716683,-8.933844456800964,-11.646033520964105,-1.6342054447269387,-3.135670108178875,-28.957381054218185,-17.508966673535127,-32.24303873280499
2022-10-11,-16.172081987900544,-13.058013160292683,-34.726966891051354,-14.986336514511178,-13.808114684027093,-16.494710706016463,-13.53481505754914,0.3052803625528713,-24.67286756959796,0.6416835196695986,-5.562403994862549,-14.238304866494628,-6.549335248664756,-12.883230341079715,7.419553617449656,-7.6361327696241394,-7.278794464884647,-15.26216657039419,-13.666894320548186,-14.103618343028485,1.5813865866745078,-0.8486681151380201,-29.516650227157715,-17.684993641893094,-40.78321750759235
2022-10-12,-17.17488208613104,-12.567965315124377,-37.59580911242787,-15.988375068667962,-15.373922844175784,-17.83507515374999,-15.228646500007075,-2.7585769803226436,-26.493747375534337,-0.06246477183202866,-7.1882155851998695,-18.073832532204563,-7.16890290555544,-12.552118723531919,3.3485718466013994,-7.257693259686644,-6.521228395728899,-16.956540367739386,-12.863680802680053,-14.437128546799327,3.2188102672961536,-1.6881509562583914,-30.31271138742057,-21.372218409162215,-42.38090587475668
2022-10-13,-20.203917965656125,-16.252332033003732,-38.71274789374914,-19.373570513878434,-17.598237175697435,-23.981039689393253,-17.26721867908061,0.5020589445369145,-29.95044364144376,4.317630210721343,-7.12476052747739,-20.940482181538567,-10.395209484329232,-14.097275514173543,7.119318387084579,-6.672772862620205,-7.164533746543028,-19.086209981065366,-13.83214237267,-13.28860553622252,4.142886486681343,0.3116164666544121,-32.941537496746356,-24.961770557045195,-41.43133560221429
2022-10-14,-22.492504553429335,-18.587535443716867,-42.90397992748522,-24.331912947098452,-19.494035400286602,-27.578124245201224,-19.298394810599827,3.4471395625955124,-32.508908815789745,4.359196245716247,-7.550349001024579,-24.48986565751084,-9.238160552716902,-18.021268094213212,11.882096938021895,-6.34495274607141,-10.583718574232961,-22.1276734698915,-14.614581854308453,-15.662277696015089,3.086846711121965,-1.598042938356007,-35.040294982704296,-27.348772097102593,-46.56914781920178
2022-10-17,-16.743844248276368,-12.724528435608281,-36.50534515647752,-18.963071021967128,-14.880397697529691,-21.608521619570112,-14.883269361379284,6.769066608825487,-22.264640986661192,10.03583880901638,-2.814637167291608,-19.614101839411262,-3.2826563421153434,-13.471071704647178,14.324484155441969,-3.8980761762336176,-7.442922797396354,-17.244279245350018,-12.41708199912066,-12.695356927603907,5.559996313172275,3.303399767580908,-31.91057377103431,-22.527210785284836,-41.745675010902346
2022-10-18,-15.874714197096607,-14.435608963324114,-35.26667507087838,-21.017145313884917,-15.720376778907427,-23.465490131126103,-15.760963977297546,6.440251214506482,-27.677991238880473,10.01322596526343,-3.5147197558047667,-19.426985832567674,0.9269831238591353,-12.807053434371902,13.625635932999932,-2.8202133594734984,-10.375996086331183,-16.11199160731947,-13.258072258404693,-14.809010315943363,4.915808090331206,1.6460008685136827,-31.5167806983097,-23.019758985918973,-42.6901182681953
2022-10-19,-13.836338642866044,-11.781465493273299,-27.753715322222927,-13.618228268957205,-11.57506672204296,-18.65543385102576,-11.540423454122353,4.472039627096843,-19.000002908145575,10.269958010381133,-0.9790436045890767,-15.876501177916683,3.7094873553263428,-9.878241014125301,12.087432410080268,-3.0438317656117917,-5.655116061489506,-12.515148048646008,-10.763811242042118,-11.686759408238515,5.473639085819202,3.550799092719474,-29.043301807732046,-14.151672392201117,-37.2932810620526
2022-10-20,-18.024626406105625,-16.278658802614263,-34.359286006382774,-19.608944479781062,-16.44945306099347,-25.485027409180088,-16.53543665588559,4.986515626009859,-25.328679892413845,10.058768957647478,-2.97180341802342,-21.289578291749635,-0.33786766444894084,-12.54596880933821,10.716242076316624,-2.7362736386289206,-9.342700624582939,-16.390291648488077,-10.02050810410645,-13.339633357156288,6.413276223936538,2.7387544653664255,-32.61861359281071,-19.484650803814834,-42.12014127743404
2022-10-21,-17.855893910848742,-15.116624363654903,-32.48801778530862,-19.062853864436995,-15.85324547160368,-25.105646198821614,-15.85711905223843,6.06440811344693,-27.334893335939725,9.954503812493167,-1.8410084878340893,-20.222574716116522,-2.4804359436311323,-11.663821728073028,11.943338300067149,-1.2803634064037068,-11.50664640608839,-15.069310455739803,-11.455321505512902,-11.499438332072758,4.801525501420587,0.7601364140879603,-30.780199903497962,-16.992447091273338,-41.428863012638814
2022-10-24,-19.584802662371413,-16.984317228174124,-35.33593151691566,-20.034832131533204,-19.58415661677234,-30.02216201739958,-19.722790167517616,5.817946473487319,-31.20021364237361,6.813172444432558,-4.715838527271219,-22.59641877796292,-4.6425925623990105,-12.080631504326837,11.117018030044894,-0.3569245777363287,-14.782945201523196,-16.868484800088623,-13.724686373985465,-13.681805534394748,1.9995602746079206,0.5189272108711056,-32.46348617457955,-17.05724340078866,-43.25101638242764
2022-10-25,-16.938701232526633,-15.012413900043875,-34.27911043636351,-16.203373729304506,-16.612056418021822,-29.653380270130082,-16.918946435725974,9.737902244884058,-33.4604931945171,9.645154661342762,-1.2063027224431275,-19.004938959932414,-0.3184708415516292,-11.556230809738874,14.449744379746834,2.2397503177345004,-11.964014457074015,-15.399366943618237,-12.83655922107044,-11.752636674015116,6.456952066938607,4.511921941569205,-31.615005944574282,-15.639069017390185,-42.015643544060275
2022-10-26,-15.527313134173394,-13.2578180681066,-32.761265450645915,-17.357368051733598,-15.447819140339622,-27.07416058806235,-15.680351603546026,10.645095266702477,-31.466033386003865,11.668973523239739,-1.5253089365563843,-16.978161884279604,-1.4397790332779854,-12.098187504053797,16.34594875058862,1.5515848487707191,-12.789417341531012,-14.847598145550625,-13.559652881614262,-10.795271436580908,6.921298737086287,3.8442620906499427,-28.697828926185725,-14.710691454385818,-41.34730314600606
2022-10-27,-20.647400673833808,-13.514749885679283,-29.811836292631178,-18.367350445081996,-19.339190427768102,-24.68974087548881,-19.581115041847205,11.173120302443332,-27.82815966048019,11.261912710982301,-0.6642192875573395,-14.965007260099686,0.3344511578084201,-8.362857581627074,15.24946383228306,2.2317731544928243,-10.793222804544362,-12.112678257901672,-12.456453305029665,-10.483176329524012,7.963532433097191,6.766114182862948,-27.330866945396952,-14.98191245809942,-39.25918320368591
2022-10-28,-20.377715616823256,-14.975588565204143,-27.395724629123137,-19.943783748542874,-21.344763182752104,-43.90243827861014,-21.967568192684432,13.124131905712547,-24.13576518745031,13.346169755858412,0.23844482923991847,-16.5458004108356,2.926666866537916,-5.542389164126017,14.865444815620958,3.3459265384069576,-10.257982911995057,-11.523392199400648,-11.864861965373136,-10.90095943005422,9.234129837100744,8.825820520388557,-26.437830591746845,-13.904108254345097,-38.669855658300364
2022-10-31,-20.936568122029353,-13.596086021065348,-26.584128380705625,-29.16877183799036,-21.27805019726356,-40.712075583149456,-21.664411930455742,15.080219678563921,-24.02247136225226,11.633677104024807,-0.6109637759602835,-16.678519125918413,5.614097459584576,-3.6744700005133586,16.34778587806238,2.1794356474012924,-9.747294476006966,-9.870724099919673,-11.059906519150427,-10.320458492837965,8.861854768081493,2.8762681682849123,-25.029404023415236,-13.201289221094331,-38.4054191205435
2022-11-01,-15.837985776116664,-8.59939310871338,-19.114710730653613,-22.263926880598188,-16.474089676775836,-39.760809946428125,-16.76370988675252,13.486299863127977,-21.980130275329792,11.002781529375506,1.915271229686284,-11.706854637632977,7.7397779386444165,0.14860148491765976,16.47696788829221,4.135096417448574,-5.701287044021419,-4.813176004392284,-9.4622679364851,-6.568639518047484,9.642379259563791,3.441643121769576,-21.358943616262106,-8.396429522593362,-34.56484015908324
2022-11-02,-15.13529010576499,-7.265439339172058,-19.614689149127777,-22.17482288293145,-16.16898257809742,-41.4499401193635,-16.711684992747188,13.50699974199752,-21.04996889599465,9.752453149320056,3.583429011657624,-10.189142383405542,9.825144073181441,1.0203097578404987,14.663268108757189,4.773365703188318,-2.1277285464852134,-2.5433462569080607,-8.023216281904492,-7.078420609653446,11.585371320614387,5.49561153420413,-21.783093272279835,-6.25,-33.517133637480754
2022-11-03,-16.799013885779786,-11.090552119881457,-19.57960804882954,-27.264575878090263,-20.010554588320055,-42.294498190413734,-20.74105834271987,10.870757993121904,-23.91702474632429,11.067208920661379,1.4819279808850723,-11.408338673123549,10.233159034395404,-0.44031725464353627,13.187258833976548,4.414782870972739,-4.190053473859535,-2.4403103340691654,-7.61212834041057,-8.361250572464439,10.709920187601222,6.613004767610785,-21.40022158628365,-11.388256555511148,-32.06082420001404
2022-11-04,-21.072264113134676,-16.45003906458229,-27.18696526519439,-32.64131552815218,-26.000858494910478,-46.62874601104441,-26.639759167816486,8.109589660728759,-28.6114785754382,9.568602311229023,0.031387061295380644,-18.030284034868345,6.545756480029803,-5.49995622061436,9.577157981521898,1.6035377236184465,-8.460840453986657,-8.573423030530769,-9.588195959719728,-12.689509626526071,9.670991117295163,3.3517534684367143,-26.45507570351055,-14.323502465394197,-40.203745186388275
2022-11-07,-18.851875853821152,-13.158537722652241,-13.9852427057642,-30.026770276275705,-22.602859923647973,-44.152553371336,-23.171608453176965,13.114247717718122,-22.732476332695747,15.730769119181645,3.3632475754310347,-12.287371232175229,12.924049499315556,-2.9030506221929384,15.459279481778033,4.437811588560934,-4.09593800908484,-5.458487644177312,-6.304017418762682,-7.78835185914378,10.911939985060885,6.600659770537367,-23.78877401301038,-11.335711560765546,-31.454266515886136
2022-11-08,-16.30283290053211,-15.039040487131484,-9.955063777221094,-29.154787191081212,-20.23396066545726,-40.45360314781431,-20.84466264578063,10.854640458710902,-26.743210262272004,15.428020972164209,1.5855867771337246,-9.220507280998774,14.52050065475799,-1.9819080069916069,12.275270254072074,5.319017281561542,-3.313987271022905,-2.095033784306562,-4.4745544700745095,-10.170227472210582,12.455764491669248,7.051795440263435,-22.994725336924592,-12.227707868252681,-28.884617669381573
2022-11-09,-13.031906344214187,-11.641809561175634,-4.312127285217835,-29.472536371641674,-18.395447463208857,-38.96666077001928,-18.879082256962388,15.377918663868872,-30.133238839105676,18.925867552879723,4.630471978801363,-4.964555761608177,14.710253729874232,0.13904001018362477,17.82785404795989,6.587460868996672,-0.22859550111975874,-0.4819824239750824,-2.396907923467884,-6.374251674816099,15.181863326874517,9.79712171177606,-19.708324308596698,-9.131334626576324,-26.282499956122646
2022-11-10,-13.041651410990085,-11.906882760053069,-6.174643681907124,-29.423362317650874,-18.26834600763137,-37.56827730108693,-18.87769406219225,16.164749744657126,-30.77899607449208,22.31185107851974,6.633549202504777,-4.129347429714366,15.466458672370006,1.0014544648677355,18.31781860764622,8.014136747277032,0.20109095945623226,-0.6443248048067938,-0.7757048755115576,-5.784329266738726,18.673854647879654,10.508693231060338,-19.759535149558534,-6.578266291875662,-26.61718302842274
2022-11-11,-9.589094395535716,-10.584958540164008,6.192154111475766,-27.28837219268932,-15.937669222010994,-35.22012436429785,-16.472190150317346,17.159575410490756,-31.48362267739222,18.797911698539682,4.75763219003459,-0.20528236124832716,15.82394761029257,1.479034319122411,17.38574541100504,5.449383068336378,1.4895848893619448,1.8232106612701768,-0.1288976486450722,-4.576973654085188,17.842794205512178,8.81907329938891,-14.028556704605608,-1.6478856245767382,-21.899670081746557
2022-11-14,-5.104269386099179,-6.4116490539178495,15.827658760391955,-23.237396585685968,-12.202129085678786,-31.86751598879652,-12.85425209925935,16.59803353511474,-31.164647540088414,21.514625154737484,5.79646656843042,0.9155944506595081,18.890162281134636,4.16666956009609,17.773832141501437,6.138619821291964,6.88592207050324,5.096726985936917,2.945460176630825,-1.1519679138323862,16.583549652863887,9.7299637698928,-10.267837454900071,1.8218511336320027,-13.285139975717911
2022-11-15,-4.446197238632146,-3.5980053080403245,20.44559972313201,-21.679489203841136,-10.972756753667921,-29.992429315008934,-11.146262544437068,18.578158954011514,-29.753664149854416,17.02952830738547,0.8344937771091987,3.450421922965096,18.515918395930182,2.446637447283856,18.62032740750189,4.332643486671796,8.572209737567176,3.906444145475289,3.5980162562405438,-0.6031999875788934,14.209672575195285,9.73181172035615,-8.207977591827435,2.7023504287687508,-4.446138142436297
2022-11-16,-4.816146635729333,-2.3980542011810004,21.933791720087452,-20.288845775331644,-10.223842050268264,-27.632645341655028,-10.689721966999818,20.636963690850305,-30.955235652274748,14.550704573102086,-1.7002751191763859,4.915569625606418,16.20361596432682,4.774976255688657,20.883794125317532,4.949103891451396,2.2153482068268207,5.468322526842877,3.203082435146818,-1.8201069371309326,15.574995224492753,10.583225409298214,-8.245548682697798,6.132563916587144,-2.951888526697897
2022-11-17,-6.084634224051116,-3.4507326164554466,15.525376817939188,-25.396708511775667,-9.669677055844863,-29.34715431017957,-10.418572214082136,19.615259337288126,-33.793131424558716,10.935023771790808,-4.098499500851815,0.9356705205544211,12.141654056615383,3.921077601480523,19.5237573114693,4.988209704604641,1.9873263008919295,3.9658242334731977,2.6403593308667945,-1.4760352340992182,13.909864924281164,9.194419140419404,-10.069599455499528,1.9757847189980586,-11.017148165830118
2022-11-18,-10.088479746590775,-6.951771481761591,9.230554827279876,-28.43850852469027,-12.363307832378377,-34.7265695264065,-13.061369326857788,13.465020392426652,-38.61451841635273,11.082779383758194,-2.3229303671479693,-3.330785528499701,10.766134117805215,1.345034018846092,15.326425819199319,4.399247474970237,4.079798323564118,0.9379168793325805,0.8216589320657943,-3.276308570935878,14.964515539541647,6.752936766658024,-15.968389670157684,-7.626541715835337,-17.425394875868093
2022-11-21,-8.678042347389493,-6.804133644702399,10.072389040307923,-29.68120256929161,-10.905650280283554,-32.64678117320541,-11.495486095127028,11.360004131610577,-39.21227419704899,15.014905903489073,-1.7185891544117649,-2.3040869651189606,11.602260143241292,3.1650743510565587,13.615409110158264,5.650809372640284,5.57908369522998,2.1393504955702083,0.5811424733944478,-2.3446811899682967,16.41333143175412,8.03570882618573,-13.134524039407683,-8.325791304950249,-11.306710496024223
2022-11-22,-4.190647480925314,-2.3920909798376484,15.352984568531033,-25.90285329850996,-6.738879217659416,-27.17299478413094,-7.359225315419795,12.746999309090166,-39.8041956785447,17.59005538032112,2.9282409427886282,1.8445366142169077,14.906784255090141,5.3237867382651105,15.378155618517159,9.024978239224858,14.043104309662343,5.395771087408142,3.531629136978393,3.0256717246229443,21.696802834442135,12.177864192480378,-10.548607270537875,-7.640734576028627,-6.2573020527162155
2022-11-23,-3.4216179688544424,-4.623007397236264,16.75807450073609,-27.950213498407578,-8.619050525483619,-27.47078647587959,-9.171624475834966,12.543636425318244,-44.27480484925056,16.921293603934828,1.9950200378433065,2.3925542247919727,15.397861548831425,4.077021952117979,14.886865146016145,7.129837224142211,15.799379112940551,4.290311556510715,4.996028043740762,4.322838970995325,22.058655524269707,12.9989243948067,-13.197136151264417,-9.408536277704632,-6.107160637720871
2022-11-25,-0.1100351565278746,-1.9163866000648926,24.510792858711678,-26.16408080053303,-5.655433988058082,-25.29588837117047,-6.313768134405992,14.064258674767194,-42.85761075745885,16.760912176490944,0.39969152680342374,6.04030072633469,14.482055906560326,7.488358114580021,18.44352791949643,6.881512287586205,20.33586192937306,8.729812649447895,6.155406944702878,6.05759682224429,23.054755043227665,12.237739887478337,6.728556744549523,-4.625923064076859,-1.5262271620763577
2022-11-28,1.050090711672152,-1.5859319429643262,23.639943899264704,-24.075121960378286,-4.435802580368025,-23.91823900486282,-4.9840789852544125,18.178333650472975,-38.994562770688205,17.485181354767395,2.491263287815274,5.6099507346082085,16.569861285515177,9.524057615860427,22.17573047094751,5.83532125485509,17.001852817404874,10.735247690820806,6.154176006624354,5.954686718733921,21.477423706925507,10.780229794867472,11.148585859244573,0.3696210399885833,-1.0979008545699434
2022-11-29,0.637983613338859,-6.046087905364687,19.757873064943464,-24.651052827037603,-5.850391769817458,-25.1587653143262,-6.403468101673626,14.901214654117567,-41.77370742898174,19.128787102054407,2.3455313882522684,4.662839563853551,15.157416305880341,9.905239548681816,18.73391339654596,6.296608911213632,15.918972253513305,10.397093915677491,6.087392972022531,4.800917340661508,23.649582188498513,12.154770708516493,13.43308428751878,-0.5430882818232311,-3.855671764888625
2022-11-30,-0.433080249525405,-8.036966922172782,20.119923247454004,-23.03789259630931,-5.3490172685017345,-25.018821506317945,-5.7252300169130725,15.344251289254446,-40.08032944314046,20.843131886443018,1.6966326175011426,6.0722838173154114,16.256584247075676,8.996718967229379,19.6559905766581,7.298292536244364,15.256951717402586,9.697706753993165,6.0,6.310055594754021,25.581395348837212,11.666779140632173,12.241464021739995,1.9492644255397082,-2.1661093068677326
2022-12-01,0.6779704526748603,-8.014576650002967,18.369655756151182,-21.992575918235342,-4.492344016227679,-22.94539410451561,-4.889510334163811,17.960139722120896,-39.351728697096185,23.13477934303424,3.444765080568716,8.704934132822036,20.979641676855373,11.335684132140702,22.63881765603851,8.016901295782208,15.229953321827669,12.594419081614328,7.3086263031043375,6.964521327644283,28.593397040087325,13.170833190145112,14.25777473442884,2.113388209709894,-1.4769146803659774
2022-12-02,5.3489914591177845,-2.9658233706817674,35.3315855960239,-17.321626560153028,0.8787669850025333,-16.53830637492985,0.8252976370421556,18.961840811492944,-31.709343937096502,20.56165420649191,6.744475301852486,15.372384622835925,24.251410676501113,16.798540202216948,23.263773617996712,7.714531164549217,21.241725421184263,19.985925663774744,9.779011386006792,6.562391021516656,25.41423531123631,12.57954421661357,21.239462739233876,-1.731595704571946,12.676255479991008
2022-12-05,5.001685123931165,-2.9714725650144342,33.10162309329147,-16.96255548376316,0.3139611046133422,-16.081476563017905,0.20167851298735764,25.391996561423504,-30.34540074371429,17.53676125848907,3.7421452632244425,14.58777762772642,23.22705355074428,17.270052105992328,27.708457301726515,6.465930122581012,18.505936251219566,21.755578907298514,9.507301383363734,6.886791496038571,25.604979872394463,12.344473621898592,18.498740195412907,-1.8502151706268142,10.432613394347534
2022-12-06,6.131816275309312,-1.9897857100133864,36.40006129471101,-19.192356214736424,1.2529320361367529,-10.72082983109593,1.0171084987797003,29.589947125743738,-31.36480716685964,21.547970655487806,4.549926341432374,16.33496477532419,25.70465806002767,19.41414157459485,31.817090406322947,7.6403161709555345,21.970894393582448,22.71208092633914,9.579249397142375,2.540081723318709,27.419351554584313,15.353014407620035,21.967070412680396,-2.4056889668281953,12.428352163629446
2022-12-07,6.095344291227626,-3.09039757009607,33.16684661991018,-20.8985253883249,1.8461569761618442,-10.781243223519246,1.6107675502525958,24.457516089517217,-35.95108515692058,17.968496560518926,5.124218196033345,14.179671740519096,26.017951169135355,19.188174408126766,23.512950973174945,9.082087732392631,18.9623773657682,23.506001729769668,13.441435117020859,2.584155589502247,28.564777864089407,15.742306919578688,20.36242660312109,-10.867078206802763,8.798576482382197
2022-12-08,1.5597106204004314,-5.105441860285131,23.837940063486435,-25.141941582281195,-3.638180188525713,-19.66668904320679,-3.940839095581216,17.34119837493581,-39.185573724323646,10.44919012237333,5.234078741930453,11.511714549430508,21.594592236442722,16.530869286043973,16.790454722557406,6.137296631647091,11.967110358802968,19.539600812652267,12.903469715557343,-1.884128703441382,25.777832520457295,13.201933286382134,16.39303691661836,-11.766663371112308,1.711524515065822
2022-12-09,3.0905247738486965,-0.0842189225054187,33.16693927288995,-22.264812289651672,-2.0940268465101095,-14.676346114652217,-2.446726461500855,21.744833044484054,-35.796576401187664,13.105663076921939,7.080950362617785,15.702128698170695,24.651466904843286,16.35565775161072,19.846637814111368,7.4697676023251445,14.450473596476964,22.04903351421254,16.13054410092474,0.8184021922092573,27.285318047304713,15.89125033758146,17.05660070263365,-12.51958666880081,9.354537039438046
2022-12-12,5.066553611419353,2.995658090498312,41.36255619599984,-21.32743227798327,-1.9655042894106478,-15.020629955901569,-2.3400935666073908,19.92761554096056,-34.461829844339064,15.354876437079664,8.492393356009623,24.082788748889982,26.507174113150416,17.033498905301006,19.791546515277663,8.423111199452341,16.503590687106684,22.529365683211562,19.366334216429458,0.5992371219171039,28.866697419303343,24.25302597768631,20.457843494067372,-9.802552282888453,9.67486930929175
2022-12-13,2.7872357323131447,0.17550017925997924,36.16527443837638,-23.015187091022003,-6.011760281699771,-16.90354245870049,-6.253783004045179,11.335923965310164,-27.351480801308035,12.868918194285623,5.109496483354006,19.258724430972237,22.89983270288555,15.606940300626276,12.956923302173298,7.812500146089818,13.85265636304923,20.596937589306812,17.671782495219976,1.0466162654669589,23.278122836123398,17.99450410041324,17.36082640115103,-11.359018584359854,3.6756924561203066
2022-12-14,5.147057741591357,2.3271688942130444,40.73820926223688,-21.356011035624338,-3.8173920471443004,-12.938410096819572,-4.237871118142448,10.11228950557769,-29.894967364641257,9.621385560335975,5.235394908568593,19.997504460046304,21.38867027098119,18.254780772330623,13.152101238793637,8.139120507031832,18.921815515568564,22.561158993376733,17.916984216009084,2.2442563825574524,25.873970929408568,17.578696027503003,19.88676930513305,-11.776791139182833,10.265097296126909
2022-12-15,3.182186208540501,-0.7172048065187551,36.17230683925075,-23.52211464744123,-6.14217030285829,-14.095551115352958,-6.534924892783946,10.067499423933304,-33.86902470224418,8.207249106791933,2.8193570389258777,17.275165451482007,21.188513016553003,13.417172792799093,8.948743816992414,8.158198274428825,14.034842787359816,17.356997263048875,18.258511528712212,1.7779767440707834,25.036765930795635,14.839882788484315,15.639925012427462,-13.58253971773144,4.400938705217454
